"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV857"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV858"	NA	NA	NA	NA	NA	NA	NA
"ASV859"	NA	NA	NA	NA	NA	NA	NA
"ASV860"	NA	NA	NA	NA	NA	NA	NA
"ASV861"	"Fungi"	"Basidiomycota"	"Ustilaginomycetes"	"Ustilaginales"	"Ustilaginaceae"	NA	NA
"ASV862"	NA	NA	NA	NA	NA	NA	NA
"ASV863"	NA	NA	NA	NA	NA	NA	NA
"ASV864"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_caledonium"
"ASV865"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV866"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Morchellaceae"	"Morchella"	"Morchella_importuna"
"ASV867"	NA	NA	NA	NA	NA	NA	NA
"ASV868"	NA	NA	NA	NA	NA	NA	NA
"ASV869"	NA	NA	NA	NA	NA	NA	NA
"ASV870"	NA	NA	NA	NA	NA	NA	NA
"ASV871"	NA	NA	NA	NA	NA	NA	NA
"ASV872"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA
"ASV873"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Trichosporonaceae"	"Apiotrichum"	"Apiotrichum_gracile"
"ASV874"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_europaea"
"ASV875"	NA	NA	NA	NA	NA	NA	NA
"ASV876"	NA	NA	NA	NA	NA	NA	NA
"ASV877"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV878"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Sporormiaceae"	"Preussia"	"Preussia_flanaganii"
"ASV879"	"Fungi"	"Aphelidiomycota"	"Aphelidiomycetes"	"GS16"	NA	NA	NA
"ASV880"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV881"	NA	NA	NA	NA	NA	NA	NA
"ASV882"	NA	NA	NA	NA	NA	NA	NA
"ASV883"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Verrucariales"	"Verrucariaceae"	"Clavascidium"	NA
"ASV884"	NA	NA	NA	NA	NA	NA	NA
"ASV885"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV886"	NA	NA	NA	NA	NA	NA	NA
"ASV887"	"Fungi"	NA	NA	NA	NA	NA	NA
"ASV888"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Magnaporthales"	"Magnaporthaceae"	"Gaeumannomyces"	"Gaeumannomyces_radicicola"
"ASV889"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV890"	NA	NA	NA	NA	NA	NA	NA
"ASV891"	NA	NA	NA	NA	NA	NA	NA
"ASV892"	NA	NA	NA	NA	NA	NA	NA
"ASV893"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	"Onygenales_fam_Incertae_sedis"	"Chrysosporium"	"Chrysosporium_pseudomerdarium"
"ASV894"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Cystobasidiales"	"Cystobasidiaceae"	"Occultifur"	NA
"ASV895"	NA	NA	NA	NA	NA	NA	NA
"ASV896"	NA	NA	NA	NA	NA	NA	NA
"ASV897"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Nidulariaceae"	"Cyathus"	"Cyathus_stercoreus"
"ASV898"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Curvularia"	"Curvularia_inaequalis"
"ASV899"	NA	NA	NA	NA	NA	NA	NA
"ASV900"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV901"	NA	NA	NA	NA	NA	NA	NA
"ASV902"	NA	NA	NA	NA	NA	NA	NA
"ASV903"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"ASV904"	NA	NA	NA	NA	NA	NA	NA
"ASV905"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_carnescens"
"ASV906"	NA	NA	NA	NA	NA	NA	NA
"ASV907"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Hyaloscyphaceae"	"Cistella"	NA
"ASV908"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_luteum"
"ASV909"	NA	NA	NA	NA	NA	NA	NA
"ASV910"	NA	NA	NA	NA	NA	NA	NA
"ASV911"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	NA
"ASV912"	NA	NA	NA	NA	NA	NA	NA
"ASV913"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV914"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Xylariaceae"	"Hypoxylon"	NA
"ASV915"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"ASV916"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV917"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_merdicola"
"ASV918"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"ASV919"	NA	NA	NA	NA	NA	NA	NA
"ASV920"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"ASV921"	NA	NA	NA	NA	NA	NA	NA
"ASV922"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	NA	NA
"ASV923"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	"Spizellomyces"	"Spizellomyces_punctatus"
"ASV924"	NA	NA	NA	NA	NA	NA	NA
"ASV925"	NA	NA	NA	NA	NA	NA	NA
"ASV926"	NA	NA	NA	NA	NA	NA	NA
"ASV927"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Polyporales"	"Polyporaceae"	"Coriolopsis"	"Coriolopsis_gallica"
"ASV928"	NA	NA	NA	NA	NA	NA	NA
"ASV929"	NA	NA	NA	NA	NA	NA	NA
"ASV930"	NA	NA	NA	NA	NA	NA	NA
"ASV931"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"ASV932"	NA	NA	NA	NA	NA	NA	NA
"ASV933"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Cystofilobasidiales"	"Mrakiaceae"	"Mrakia"	"Mrakia_frigida"
"ASV934"	NA	NA	NA	NA	NA	NA	NA
"ASV935"	"Fungi"	"Ascomycota"	"Laboulbeniomycetes"	"Pyxidiophorales"	"Pyxidiophoraceae"	"Pyxidiophora"	"Pyxidiophora_arvernensis"
"ASV936"	NA	NA	NA	NA	NA	NA	NA
"ASV937"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_exigua"
"ASV938"	"Fungi"	NA	NA	NA	NA	NA	NA
"ASV939"	NA	NA	NA	NA	NA	NA	NA
"ASV940"	NA	NA	NA	NA	NA	NA	NA
"ASV941"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	NA	NA
"ASV942"	NA	NA	NA	NA	NA	NA	NA
"ASV943"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Dothideales"	"Aureobasidiaceae"	"Aureobasidium"	"Aureobasidium_pullulans"
"ASV944"	NA	NA	NA	NA	NA	NA	NA
"ASV945"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Bipolaris"	"Bipolaris_sorokiniana"
"ASV946"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Hyaloscyphaceae"	"Cistella"	NA
"ASV947"	NA	NA	NA	NA	NA	NA	NA
"ASV948"	NA	NA	NA	NA	NA	NA	NA
"ASV949"	NA	NA	NA	NA	NA	NA	NA
"ASV950"	NA	NA	NA	NA	NA	NA	NA
"ASV951"	NA	NA	NA	NA	NA	NA	NA
"ASV952"	NA	NA	NA	NA	NA	NA	NA
"ASV953"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"ASV954"	NA	NA	NA	NA	NA	NA	NA
"ASV955"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"
"ASV956"	NA	NA	NA	NA	NA	NA	NA
"ASV957"	NA	NA	NA	NA	NA	NA	NA
"ASV958"	NA	NA	NA	NA	NA	NA	NA
"ASV959"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	"Rhizoctonia"	NA
"ASV960"	NA	NA	NA	NA	NA	NA	NA
"ASV961"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV962"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_claroideum"
"ASV963"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_victoriae"
"ASV964"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Entolomataceae"	"Clitopilus"	"Clitopilus_scyphoides"
"ASV965"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Nidulariaceae"	"Cyathus"	"Cyathus_stercoreus"
"ASV966"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"ASV967"	NA	NA	NA	NA	NA	NA	NA
"ASV968"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_carnescens"
"ASV969"	NA	NA	NA	NA	NA	NA	NA
"ASV970"	NA	NA	NA	NA	NA	NA	NA
"ASV971"	NA	NA	NA	NA	NA	NA	NA
"ASV972"	NA	NA	NA	NA	NA	NA	NA
"ASV973"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Lindgomycetaceae"	"Clohesyomyces"	NA
"ASV974"	NA	NA	NA	NA	NA	NA	NA
"ASV975"	NA	NA	NA	NA	NA	NA	NA
"ASV976"	NA	NA	NA	NA	NA	NA	NA
"ASV977"	NA	NA	NA	NA	NA	NA	NA
"ASV978"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"
"ASV979"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_victoriae"
"ASV980"	NA	NA	NA	NA	NA	NA	NA
"ASV981"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Byssonectria"	"Byssonectria_fusispora"
"ASV982"	NA	NA	NA	NA	NA	NA	NA
"ASV983"	NA	NA	NA	NA	NA	NA	NA
"ASV984"	NA	NA	NA	NA	NA	NA	NA
"ASV985"	NA	NA	NA	NA	NA	NA	NA
"ASV986"	NA	NA	NA	NA	NA	NA	NA
"ASV987"	NA	NA	NA	NA	NA	NA	NA
"ASV988"	NA	NA	NA	NA	NA	NA	NA
"ASV989"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Verrucariales"	"Verrucariaceae"	"Clavascidium"	NA
"ASV990"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_claroideum"
"ASV991"	NA	NA	NA	NA	NA	NA	NA
"ASV992"	NA	NA	NA	NA	NA	NA	NA
"ASV993"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Crepidotaceae"	"Crepidotus"	"Crepidotus_variabilis"
"ASV994"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	NA	NA	NA
"ASV995"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	"Serendipitaceae"	NA	NA
"ASV996"	NA	NA	NA	NA	NA	NA	NA
"ASV997"	NA	NA	NA	NA	NA	NA	NA
"ASV998"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	NA
"ASV999"	NA	NA	NA	NA	NA	NA	NA
"ASV1000"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	"Rhizophydiales_fam_Incertae_sedis"	"Operculomyces"	"Operculomyces_laminatus"
"ASV1001"	NA	NA	NA	NA	NA	NA	NA
"ASV1002"	NA	NA	NA	NA	NA	NA	NA
"ASV1003"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Trichomonascaceae"	"Wickerhamiella"	"Wickerhamiella_infanticola"
"ASV1004"	NA	NA	NA	NA	NA	NA	NA
"ASV1005"	NA	NA	NA	NA	NA	NA	NA
"ASV1006"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV1007"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	"Coprinopsis_pachyderma"
"ASV1008"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymosphaeriaceae"	"Pseudopithomyces"	"Pseudopithomyces_rosae"
"ASV1009"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"ASV1010"	NA	NA	NA	NA	NA	NA	NA
"ASV1011"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"ASV1012"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_heimaeyensis"
"ASV1013"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Neosetophoma"	"Neosetophoma_rosigena"
"ASV1014"	NA	NA	NA	NA	NA	NA	NA
"ASV1015"	NA	NA	NA	NA	NA	NA	NA
"ASV1016"	NA	NA	NA	NA	NA	NA	NA
"ASV1017"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Auriculariales"	"Auriculariales_fam_Incertae_sedis"	"Oliveonia"	"Oliveonia_pauxilla"
"ASV1018"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Xylariales_fam_Incertae_sedis"	"Pseudoanthostomella"	"Pseudoanthostomella_conorum"
"ASV1019"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	"Serendipitaceae"	NA	NA
"ASV1020"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Entolomataceae"	"Clitopilus"	"Clitopilus_scyphoides"
"ASV1021"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV1022"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Leptosphaeriaceae"	"Leptosphaeria"	NA
"ASV1023"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV1024"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	"Terramycetaceae"	"Boothiomyces"	"Boothiomyces_macroporosum"
"ASV1025"	NA	NA	NA	NA	NA	NA	NA
"ASV1026"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"ASV1027"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	"Ceratobasidium"	NA
"ASV1028"	"Fungi"	NA	NA	NA	NA	NA	NA
"ASV1029"	NA	NA	NA	NA	NA	NA	NA
"ASV1030"	NA	NA	NA	NA	NA	NA	NA
"ASV1031"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	"Coprinopsis_urticicola"
"ASV1032"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	NA	NA	NA
"ASV1033"	NA	NA	NA	NA	NA	NA	NA
"ASV1034"	NA	NA	NA	NA	NA	NA	NA
"ASV1035"	NA	NA	NA	NA	NA	NA	NA
"ASV1036"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	NA
"ASV1037"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaeta"	NA
"ASV1038"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Lentitheciaceae"	"Darksidea"	"Darksidea_epsilon"
"ASV1039"	NA	NA	NA	NA	NA	NA	NA
"ASV1040"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Entolomataceae"	"Clitopilus"	"Clitopilus_scyphoides"
"ASV1041"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_compressum"
"ASV1042"	NA	NA	NA	NA	NA	NA	NA
"ASV1043"	NA	NA	NA	NA	NA	NA	NA
"ASV1044"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Xylariales_fam_Incertae_sedis"	"Pseudoanthostomella"	"Pseudoanthostomella_conorum"
"ASV1045"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_sacchariolens"
"ASV1046"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaeta"	NA
"ASV1047"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Magnaporthales"	"Magnaporthaceae"	"Slopeiomyces"	"Slopeiomyces_cylindrosporus"
"ASV1048"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	"Ceratobasidium"	NA
"ASV1049"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Septoglomus"	NA
"ASV1050"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Dioszegia"	"Dioszegia_zsoltii_var._yunnanensis"
"ASV1051"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Bolbitiaceae"	"Conocybe"	"Conocybe_moseri"
"ASV1052"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"ASV1053"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"ASV1054"	NA	NA	NA	NA	NA	NA	NA
"ASV1055"	NA	NA	NA	NA	NA	NA	NA
"ASV1056"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Trichosporonaceae"	"Apiotrichum"	"Apiotrichum_scarabaeorum"
"ASV1057"	NA	NA	NA	NA	NA	NA	NA
"ASV1058"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	"Dominikia_iranica"
"ASV1059"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Trichosporonaceae"	"Apiotrichum"	"Apiotrichum_gracile"
"ASV1060"	NA	NA	NA	NA	NA	NA	NA
"ASV1061"	NA	NA	NA	NA	NA	NA	NA
"ASV1062"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliaceae"	NA	NA
"ASV1063"	"Fungi"	"Ascomycota"	"Laboulbeniomycetes"	"Pyxidiophorales"	NA	NA	NA
"ASV1064"	NA	NA	NA	NA	NA	NA	NA
"ASV1065"	NA	NA	NA	NA	NA	NA	NA
"ASV1066"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Hyaloscyphaceae"	"Cistella"	NA
"ASV1067"	NA	NA	NA	NA	NA	NA	NA
"ASV1068"	NA	NA	NA	NA	NA	NA	NA
"ASV1069"	NA	NA	NA	NA	NA	NA	NA
"ASV1070"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"ASV1071"	NA	NA	NA	NA	NA	NA	NA
"ASV1072"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Cystofilobasidiales"	"Cystofilobasidiaceae"	"Cystofilobasidium"	"Cystofilobasidium_macerans"
"ASV1073"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA
"ASV1074"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA
"ASV1075"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_arunalokei"
"ASV1076"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Saccharomycodaceae"	"Hanseniaspora"	NA
"ASV1077"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"ASV1078"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Erythrobasidiales"	NA	NA	NA
"ASV1079"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV1080"	NA	NA	NA	NA	NA	NA	NA
"ASV1081"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Erythrobasidiales"	"Erythrobasidiaceae"	"Erythrobasidium"	"Erythrobasidium_hasegawianum"
"ASV1082"	NA	NA	NA	NA	NA	NA	NA
"ASV1083"	NA	NA	NA	NA	NA	NA	NA
"ASV1084"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Scutellinia"	NA
"ASV1085"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinellus"	"Coprinellus_fuscocystidiatus"
"ASV1086"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Cystobasidiales"	"Cystobasidiaceae"	"Cystobasidium"	"Cystobasidium_pinicola"
"ASV1087"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliales_fam_Incertae_sedis"	"Vermispora"	"Vermispora_fusarina"
"ASV1088"	NA	NA	NA	NA	NA	NA	NA
"ASV1089"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Sporidiobolales"	"Sporidiobolaceae"	"Sporobolomyces"	"Sporobolomyces_ruberrimus"
"ASV1090"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Tetragoniomycetaceae"	"Tetragoniomyces"	"Tetragoniomyces_uliginosus"
"ASV1091"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Trimorphomycetaceae"	"Saitozyma"	"Saitozyma_podzolica"
"ASV1092"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Auriculariales"	"Auriculariaceae"	"Auricularia"	NA
"ASV1093"	NA	NA	NA	NA	NA	NA	NA
"ASV1094"	NA	NA	NA	NA	NA	NA	NA
"ASV1095"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Phaeosphaeria"	NA
"ASV1096"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Sporidiobolales"	"Sporidiobolaceae"	"Sporobolomyces"	"Sporobolomyces_roseus"
"ASV1097"	NA	NA	NA	NA	NA	NA	NA
"ASV1098"	NA	NA	NA	NA	NA	NA	NA
"ASV1099"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricomycetes_ord_Incertae_sedis"	"Agaricomycetes_fam_Incertae_sedis"	"Akenomyces"	"Akenomyces_costatus"
"ASV1100"	NA	NA	NA	NA	NA	NA	NA
"ASV1101"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA
"ASV1102"	NA	NA	NA	NA	NA	NA	NA
"ASV1103"	NA	NA	NA	NA	NA	NA	NA
"ASV1104"	NA	NA	NA	NA	NA	NA	NA
"ASV1105"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	NA	NA
"ASV1106"	NA	NA	NA	NA	NA	NA	NA
"ASV1107"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_kellermanii"
"ASV1108"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Tremellaceae"	"Cryptococcus"	"Cryptococcus_aspenensis"
"ASV1109"	NA	NA	NA	NA	NA	NA	NA
"ASV1110"	"Fungi"	"Aphelidiomycota"	"Aphelidiomycetes"	"GS16"	NA	NA	NA
"ASV1111"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_rishikesha"
